Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
366,2017-18,30,BOS,NBA,Jonathan Gibson,4,0,40,12.6,20.7,7.2,9.9,5.4,10.8,0,0,0,2.7,2.7,3.6,0,0,2.7,4.5,30.6,0.609,0.727,0.5,0.739,,0.739
367,2017-18,23,MIN,NBA,Marcus Georges-Hunt,42,0,224,3.4,7.7,2.7,5.3,0.6,2.4,2.1,3.4,1.1,1.4,2.6,1.1,1,0,0.5,5.1,9.5,0.438,0.515,0.267,0.479,0.619,0.515
368,2017-18,27,OKC,NBA,Paul George,79,79,2891,7.2,16.7,4.1,9.1,3,7.6,4.2,5.1,0.9,4.7,5.6,3.3,2,0.5,2.6,2.9,21.6,0.43,0.454,0.401,0.521,0.82,0.57
369,2017-18,31,SAS,NBA,Rudy Gay,57,6,1231,7.4,15.7,6.3,12.3,1.1,3.5,3.3,4.2,2.2,6.3,8.5,2.1,1.3,1.1,2.3,2.9,19.2,0.471,0.516,0.314,0.506,0.772,0.545
370,2017-18,37,SAS,NBA,Pau Gasol,77,63,1812,5.7,12.5,4.8,10.1,0.9,2.4,3.1,4.2,2.6,9.7,12.3,4.7,0.5,1.6,2.1,2.4,15.4,0.458,0.481,0.358,0.492,0.756,0.539
371,2017-18,33,MEM,NBA,Marc Gasol,73,73,2408,6.5,15.4,4.9,10.7,1.6,4.8,4.2,5,1.2,7.7,8.9,4.6,0.8,1.5,2.9,2.8,18.8,0.42,0.456,0.341,0.473,0.834,0.532
372,2017-18,26,DET,NBA,Langston Galloway,58,2,863,5.3,14.2,2.1,5.1,3.1,9.1,1.4,1.7,0.5,3.3,3.8,2.4,1.5,0.2,0.8,1.6,15,0.371,0.418,0.344,0.481,0.805,0.503
373,2017-18,29,LAC,NBA,Danilo Gallinari,21,21,671,5.5,13.7,3.5,7.8,1.9,6,4.3,4.7,0.5,4.9,5.4,2.2,0.6,0.5,1.4,1.6,17.2,0.398,0.455,0.324,0.469,0.931,0.545
374,2017-18,19,PHI,NBA,Markelle Fultz,14,0,253,6.4,15.8,6.4,15.7,0,0.1,1.4,3,1.6,4.6,6.1,7.5,1.7,0.6,2.4,3.1,14.2,0.405,0.409,0,0.405,0.476,0.416
375,2017-18,34,TOT,NBA,Channing Frye,53,1,695,5.4,11,3.4,5,2,6,0.9,1,0.6,6.4,7,2,0.9,0.7,1.1,3.6,13.7,0.491,0.67,0.339,0.583,0.895,0.599
376,2017-18,27,WAS,NBA,Tim Frazier,59,11,838,2.9,7.4,2.2,5,0.7,2.4,1,1.3,0.8,4.2,4.9,8.3,2,0.3,2.4,4.2,7.6,0.395,0.44,0.304,0.445,0.767,0.475
377,2017-18,20,SAC,NBA,De'Aaron Fox,73,60,2026,5.8,14.2,5,11.4,0.8,2.7,2.5,3.5,0.6,3,3.6,5.7,1.2,0.4,3.1,2.9,15,0.412,0.436,0.307,0.441,0.723,0.478
378,2017-18,25,ORL,NBA,Evan Fournier,57,57,1837,7.2,15.7,4.7,9.2,2.5,6.6,2.9,3.4,0.5,3.1,3.5,3.2,0.9,0.3,1.9,2.7,19.9,0.459,0.516,0.379,0.538,0.867,0.577
379,2017-18,24,SAS,NBA,Bryn Forbes,80,12,1517,5,11.8,2.8,6.4,2.1,5.4,1.1,1.7,0.3,2.3,2.6,1.9,0.7,0,0.9,2.6,13.2,0.421,0.446,0.39,0.51,0.667,0.525
380,2017-18,24,DAL,NBA,Dorian Finney-Smith,21,13,448,3.7,9.7,2.1,4.3,1.6,5.4,0.9,1.2,1.8,4.3,6,2.1,0.8,0.3,1.7,3.5,9.9,0.38,0.481,0.299,0.463,0.733,0.482
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
381,2017-18,24,DAL,NBA,Yogi Ferrell,82,21,2282,4.9,11.5,2.8,5.9,2.1,5.7,1.3,1.6,0.4,3.5,3.9,3.2,1,0.1,1.2,2.4,13.2,0.426,0.477,0.373,0.518,0.796,0.54
382,2017-18,19,OKC,NBA,Terrance Ferguson,61,12,763,3.3,8,1.4,2.3,1.9,5.7,0.4,0.5,0.9,1.3,2.2,0.9,1.1,0.5,0.5,3.9,8.9,0.414,0.612,0.333,0.533,0.9,0.545
383,2017-18,33,OKC,NBA,Raymond Felton,82,2,1365,5.9,14.6,3.8,8.5,2.1,6.1,0.9,1.2,0.7,3.5,4.1,5.4,1.3,0.4,2,2.4,14.9,0.406,0.444,0.352,0.479,0.818,0.494
384,2017-18,25,CHI,NBA,Cristiano Felicio,55,16,977,4.7,7.9,4.7,7.8,0,0.1,2,3,3.1,5.5,8.6,2,0.6,0.4,2,3.8,11.3,0.591,0.596,0,0.591,0.667,0.614
385,2017-18,22,TOT,NBA,Kay Felder,16,0,140,5.4,18,4.4,13.1,1,4.9,2.8,3.1,0.8,3.9,4.6,5.1,0.8,0.3,4.1,2.8,14.7,0.3,0.333,0.211,0.329,0.917,0.379
386,2017-18,26,UTA,NBA,Derrick Favors,77,77,2153,6.6,11.7,6.4,10.7,0.2,1.1,2.3,3.6,3.3,5.9,9.2,1.7,0.9,1.4,1.5,2.7,15.8,0.563,0.596,0.222,0.573,0.651,0.593
387,2017-18,28,DEN,NBA,Kenneth Faried,32,7,461,5.9,11.6,5.9,11.5,0,0.1,2.8,4,5.3,6.6,11.9,1.4,0.9,1,1.8,4,14.7,0.514,0.517,0,0.514,0.706,0.552
388,2017-18,22,UTA,NBA,Dante Exum,14,0,235,6.4,13.3,5.7,10.6,0.8,2.8,3.8,4.7,0.6,3.4,4,6.6,1.2,0.5,3.1,3.1,17.5,0.483,0.536,0.278,0.511,0.806,0.566
389,2017-18,28,MEM,NBA,Tyreke Evans,52,32,1607,8.2,18.1,5.6,11.7,2.6,6.4,3.7,4.7,1,5,5.9,6,1.3,0.4,2.6,2.2,22.6,0.452,0.482,0.399,0.523,0.785,0.561
390,2017-18,30,ATL,NBA,Jeremy Evans,1,0,5,7.2,7.2,7.2,7.2,0,0,0,0,7.2,0,7.2,0,0,0,7.2,7.2,14.4,1,1,,1,,1
391,2017-18,21,LAC,NBA,Jawun Evans,48,4,778,4.1,11.7,3.4,9.2,0.7,2.5,1.8,2.3,0.4,3.5,3.9,4.6,1.7,0.3,2,4.5,10.7,0.352,0.372,0.278,0.381,0.776,0.421
392,2017-18,23,LAL,NBA,Tyler Ennis,54,11,683,5,11.8,4.2,8.9,0.7,3,1.2,1.5,1,4,5,5.5,1.6,0.5,2,4,11.8,0.42,0.476,0.25,0.451,0.759,0.473
393,2017-18,27,TOT,NBA,James Ennis,72,22,1604,4.1,8.6,2.9,5.2,1.1,3.4,2.2,2.6,1.6,3.4,5,1.6,1.1,0.4,1.3,3,11.5,0.474,0.567,0.333,0.54,0.836,0.588
394,2017-18,23,PHI,NBA,Joel Embiid,63,63,1912,9.6,19.9,8.4,15.9,1.2,4,6.8,8.8,2.7,10.3,13,3.7,0.8,2.1,4.4,3.9,27.2,0.483,0.527,0.308,0.514,0.769,0.573
395,2017-18,30,MIA,NBA,Wayne Ellington,77,2,2041,5,12.3,1,2.1,4,10.2,1.2,1.4,0.4,3.4,3.8,1.4,0.9,0.1,0.9,1.7,15.2,0.407,0.479,0.392,0.569,0.859,0.588
396,2017-18,21,DET,NBA,Henry Ellenson,38,0,329,5.8,16,3.6,9.4,2.2,6.6,2.7,3.2,1.1,7.8,8.9,2.2,0.5,0,2,2.4,16.5,0.363,0.384,0.333,0.432,0.862,0.476
397,2017-18,26,TOT,NBA,Jarell Eddie,3,0,9,0,8,0,0,0,8,0,0,0,4,4,0,4,0,0,0,0,0,,0,0,,0
398,2017-18,29,GSW,NBA,Kevin Durant,68,68,2325,9.8,18.9,7.1,12.5,2.7,6.4,5.6,6.3,0.5,6.7,7.2,5.7,0.8,1.8,3.2,2.1,27.7,0.516,0.565,0.419,0.586,0.889,0.64
399,2017-18,23,CHI,NBA,Kris Dunn,52,43,1525,6.8,15.7,5.7,12.6,1,3.2,2,2.7,0.6,4.7,5.2,7.3,2.5,0.6,3.5,4.1,16.5,0.429,0.457,0.321,0.462,0.73,0.488
400,2017-18,32,PHO,NBA,Jared Dudley,48,0,686,2.5,6.4,1,2.2,1.5,4.2,1.4,1.8,0.4,4.5,4.9,4.1,1.3,0.6,1.5,4.5,8,0.393,0.452,0.363,0.512,0.771,0.553
401,2017-18,24,DET,NBA,Andre Drummond,78,78,2625,6.4,12.1,6.4,11.9,0,0.2,3.3,5.4,5.5,11.6,17.1,3.3,1.6,1.7,2.7,3.4,16.1,0.529,0.536,0,0.529,0.605,0.555
402,2017-18,27,TOT,NBA,Larry Drew,10,0,70,3.6,12.3,2.1,7.7,1.5,4.6,0,0,1.5,0,1.5,5.1,0,0,1.5,3.1,8.7,0.292,0.267,0.333,0.354,,0.354
403,2017-18,31,MIA,NBA,Goran Dragic,75,75,2378,7.3,16.3,5.6,11.7,1.7,4.5,3.3,4.1,0.8,3.8,4.6,5.4,1,0.2,2.5,2.7,19.6,0.45,0.481,0.37,0.502,0.801,0.543
404,2017-18,21,OKC,NBA,PJ Dozier,2,0,3,12,24,12,24,0,0,0,0,0,12,12,0,0,0,12,12,24,0.5,0.5,,0.5,,0.5
405,2017-18,24,BRK,NBA,Milton Doyle,10,0,125,3.7,13.5,2.6,6.9,1.2,6.6,1.2,2.3,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8,0.277,0.375,0.174,0.319,0.5,0.337
406,2017-18,23,NYK,NBA,Damyean Dotson,44,2,474,5.5,12.2,3.8,7.1,1.7,5.2,1.2,1.7,0.7,5.7,6.4,2.4,0.9,0.2,1.3,2.6,13.8,0.447,0.538,0.324,0.516,0.696,0.532
407,2017-18,21,ATL,NBA,Tyler Dorsey,56,5,974,5.3,14.1,2.7,6.8,2.7,7.4,1.7,2.3,0.6,4.2,4.8,2.9,0.6,0.2,1.4,2.3,15,0.377,0.393,0.362,0.471,0.714,0.494
408,2017-18,24,BRK,NBA,Spencer Dinwiddie,80,58,2306,5.1,13.1,2.9,6.3,2.2,6.8,3.4,4.2,0.6,3.4,4,8.2,1.1,0.4,2,2.9,15.7,0.387,0.452,0.326,0.471,0.813,0.527
409,2017-18,28,MIN,NBA,Gorgui Dieng,79,0,1333,5,10.5,4.5,8.8,0.5,1.6,2.1,2.8,2.9,6.9,9.7,1.9,1.2,1.1,1.6,4,12.7,0.479,0.511,0.311,0.504,0.775,0.543
410,2017-18,21,NOP,NBA,Cheick Diallo,52,0,581,6.3,10.9,6.3,10.9,0,0,3.1,4.1,2.9,10.2,13.1,1.2,0.7,1.3,1.7,5.1,15.7,0.58,0.58,,0.58,0.758,0.619
411,2017-18,28,TOR,NBA,DeMar DeRozan,80,80,2711,8.6,18.8,7.4,15,1.2,3.8,6.1,7.4,0.8,3.4,4.2,5.5,1.1,0.3,2.3,2,24.4,0.456,0.493,0.312,0.488,0.825,0.555
412,2017-18,32,LAL,NBA,Luol Deng,1,1,13,2.8,5.5,2.8,5.5,0,0,0,0,0,0,0,2.8,2.8,0,2.8,0,5.5,0.5,0.5,,0.5,,0.5
413,2017-18,27,MIL,NBA,Matthew Dellavedova,38,3,712,2.8,7.7,1.3,3.7,1.5,3.9,1.3,1.4,0.7,2.5,3.2,7.3,0.7,0,2.5,3.4,8.3,0.362,0.351,0.372,0.457,0.926,0.5
414,2017-18,28,ATL,NBA,Malcolm Delaney,54,3,1014,3.9,10.1,2.2,5.7,1.6,4.4,2.6,3.3,0.3,3.2,3.6,5.8,1.2,0.2,2.3,2.9,12,0.382,0.391,0.371,0.463,0.804,0.519
415,2017-18,23,LAC,NBA,Sam Dekker,73,1,883,5.2,10.6,4.8,8.1,0.4,2.4,1.5,2.3,1.8,5.3,7.1,1.5,1,0.4,1.3,2.9,12.4,0.494,0.593,0.167,0.514,0.661,0.534
416,2017-18,28,ATL,NBA,Dewayne Dedmon,62,46,1542,5.8,11.1,4.7,7.8,1.2,3.3,1.6,2,2.3,9.1,11.4,2.1,0.9,1.2,2,3.8,14.4,0.524,0.595,0.355,0.577,0.779,0.599
417,2017-18,28,POR,NBA,Ed Davis,78,0,1471,4.2,7.1,4.2,7.1,0,0,1.8,2.7,4.5,9.6,14.1,1,0.8,1.3,1.6,4.6,10.1,0.582,0.584,0,0.582,0.667,0.607
418,2017-18,21,MEM,NBA,Deyonta Davis,62,6,943,6.1,10.1,6.1,10.1,0,0,1.5,2.2,2.9,6.7,9.5,1.5,0.6,1.5,1.2,4.8,13.7,0.608,0.608,,0.608,0.667,0.621
419,2017-18,24,NOP,NBA,Anthony Davis,75,75,2727,10.3,19.3,9.6,17.2,0.7,2.1,6.5,7.9,2.5,8.5,11,2.3,1.5,2.5,2.1,2.1,27.9,0.534,0.558,0.34,0.552,0.828,0.612
420,2017-18,26,PHO,NBA,Troy Daniels,79,15,1622,5.1,12.8,1.1,2.6,4.1,10.2,1.2,1.4,0.3,2.6,2.8,1.1,0.6,0.1,1.2,3,15.6,0.403,0.419,0.4,0.563,0.875,0.583
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
421,2017-18,29,GSW,NBA,Stephen Curry,51,51,1631,9.4,19.1,4.8,8,4.7,11.1,6.1,6.7,0.8,5,5.8,6.8,1.8,0.2,3.4,2.5,29.7,0.495,0.595,0.423,0.618,0.921,0.675
422,2017-18,30,TOT,NBA,Dante Cunningham,73,25,1562,3.8,8.4,2.4,4.5,1.3,3.9,0.7,1.2,1.8,5.1,6.9,1.1,0.9,0.7,0.8,2.6,9.6,0.451,0.541,0.345,0.53,0.596,0.539
423,2017-18,27,TOT,NBA,Jae Crowder,80,47,2090,4.7,11.6,2.8,5.7,1.9,5.9,2.1,2.5,1,3.7,4.7,1.7,1.1,0.4,1.3,3.2,13.3,0.404,0.488,0.323,0.486,0.818,0.525
424,2017-18,29,NOP,NBA,Jordan Crawford,5,0,53,8.2,18.3,2.7,8.8,5.4,9.5,0.7,0.7,1.4,1.4,2.7,8.8,0.7,0.7,3.4,4.8,22.4,0.444,0.308,0.571,0.593,1,0.601
425,2017-18,37,MIN,NBA,Jamal Crawford,80,0,1653,6.7,16.2,4.4,9.3,2.3,6.8,2.2,2.5,0.5,1.7,2.2,4,0.9,0.2,2.1,1.9,17.9,0.415,0.477,0.331,0.485,0.903,0.519
426,2017-18,27,DEN,NBA,Torrey Craig,39,5,629,3.5,7.8,2.6,4.5,1,3.3,1.3,2,2.3,5,7.3,1.4,0.7,0.9,1.1,3.6,9.3,0.453,0.57,0.293,0.515,0.629,0.535
427,2017-18,25,BRK,NBA,Allen Crabbe,75,68,2197,5.5,13.6,2.2,4.8,3.3,8.7,1.9,2.2,0.5,4.9,5.3,1.9,0.8,0.6,1.3,2.8,16.2,0.407,0.461,0.378,0.529,0.852,0.558
428,2017-18,27,PHI,NBA,Robert Covington,80,80,2532,4.9,11.9,2,4.1,2.9,7.8,1.6,1.9,0.8,5.4,6.2,2.2,1.9,1,1.8,3.4,14.3,0.413,0.497,0.369,0.534,0.853,0.563
429,2017-18,27,NOP,NBA,DeMarcus Cousins,48,48,1737,8.4,17.9,6.3,11.8,2.2,6.1,6.1,8.2,2.2,10.6,12.8,5.3,1.6,1.6,5,3.8,25.1,0.47,0.53,0.354,0.53,0.746,0.583
430,2017-18,24,SAS,NBA,Matt Costello,4,0,32,2.3,4.5,2.3,4.5,0,0,0,0,1.1,9,10.1,2.3,2.3,2.3,1.1,7.9,4.5,0.5,0.5,,0.5,,0.5
431,2017-18,26,SAC,NBA,Jack Cooley,7,0,87,5.4,11.2,5.4,11.2,0,0,5.8,7.9,5.8,6.6,12.4,2.5,0.4,0,1.2,5.4,16.6,0.481,0.481,,0.481,0.737,0.566
432,2017-18,23,NOP,NBA,Charles Cooke,13,0,38,1.9,13.3,0.9,5.7,0.9,7.6,0.9,1.9,0,1.9,1.9,0.9,0.9,0,0.9,0,5.7,0.143,0.167,0.125,0.179,0.5,0.202
433,2017-18,24,GSW,NBA,Quinn Cook,33,18,740,5.9,12.3,3.7,7.2,2.2,5.1,1.1,1.2,0.5,3.5,4,4.3,0.6,0,1.6,2.9,15.2,0.484,0.514,0.442,0.575,0.88,0.593
434,2017-18,25,POR,NBA,Pat Connaughton,82,5,1488,4,9.4,2.2,4.4,1.8,5.1,0.9,1.1,0.9,3,3.9,2.2,0.6,0.5,1,2.9,10.7,0.423,0.506,0.352,0.518,0.841,0.539
435,2017-18,30,MEM,NBA,Mike Conley,12,12,373,6.2,16.2,3.9,8.8,2.3,7.4,5.1,6.4,0,2.6,2.6,4.7,1.2,0.3,1.7,2.3,19.8,0.381,0.44,0.312,0.452,0.803,0.52
436,2017-18,37,OKC,NBA,Nick Collison,15,0,75,6.2,9.1,6.2,9.1,0,0,2.4,6.2,3.4,6.2,9.6,1.9,0,0,3.4,3.4,14.9,0.684,0.684,,0.684,0.385,0.627
437,2017-18,30,IND,NBA,Darren Collison,69,64,2018,5.6,11.4,3.9,7.7,1.7,3.7,2.3,2.6,0.7,2.5,3.2,6.6,1.6,0.3,1.5,2.2,15.3,0.495,0.508,0.468,0.571,0.882,0.61
438,2017-18,26,DAL,NBA,Kyle Collinsworth,32,2,480,2.8,7.4,2.5,6.1,0.3,1.3,1.6,3,2.4,5.6,8,4.2,1.3,0.7,1.8,3.3,7.6,0.384,0.415,0.235,0.404,0.525,0.433
439,2017-18,20,POR,NBA,Zach Collins,66,1,1045,4,10,2.8,6.1,1.2,3.9,0.9,1.4,1.6,6.1,7.6,1.8,0.6,1.1,2,4.6,10.1,0.398,0.455,0.31,0.458,0.643,0.475
440,2017-18,20,ATL,NBA,John Collins,74,26,1785,6.3,11,6,10,0.3,0.9,2.7,3.8,3.5,7.4,10.9,2,0.9,1.6,2.1,4.3,15.7,0.576,0.598,0.34,0.591,0.715,0.62
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
441,2017-18,23,TOT,NBA,Antonius Cleveland,17,0,123,2.3,6.1,1.5,5,0.9,1.2,1.2,1.8,0.9,3.2,4.1,0.6,2,1.5,2,6.7,6.7,0.381,0.294,0.75,0.452,0.667,0.486
442,2017-18,24,DAL,NBA,Gian Clavell,7,0,64,3.4,10.1,0,1.7,3.4,8.4,1.1,1.1,0.6,3.4,3.9,1.7,1.1,0,1.1,4.5,11.3,0.333,0,0.4,0.5,1,0.53
443,2017-18,25,TOT,NBA,Jordan Clarkson,81,2,1888,8.2,18.2,6.1,12.1,2.1,6.1,2.9,3.6,1.1,3.1,4.1,4.2,1.1,0.1,2.4,2,21.4,0.451,0.5,0.352,0.509,0.8,0.542
444,2017-18,26,NOP,NBA,Ian Clark,74,2,1455,5.5,12.2,4,7.4,1.5,4.8,1.1,1.5,0.2,2.9,3.1,2.7,0.8,0.2,1.4,3,13.6,0.448,0.533,0.318,0.511,0.763,0.529
445,2017-18,20,PHO,NBA,Marquese Chriss,72,49,1527,4.8,11.2,3.4,6.8,1.3,4.5,2.3,3.7,1.8,7.5,9.3,2,1.2,1.7,2.5,4.8,13.1,0.423,0.509,0.295,0.482,0.608,0.509
446,2017-18,30,DEN,NBA,Wilson Chandler,74,71,2346,4.3,9.7,3,5.9,1.4,3.8,1.4,1.7,1.6,4.5,6.1,2.5,0.7,0.6,1.4,2.4,11.3,0.445,0.501,0.358,0.515,0.772,0.542
447,2017-18,35,PHO,NBA,Tyson Chandler,46,46,1151,3.8,5.8,3.8,5.8,0,0,1.8,2.9,4.2,8.9,13.1,1.7,0.5,0.8,1.8,3.3,9.4,0.647,0.647,,0.647,0.617,0.657
448,2017-18,31,MEM,NBA,Mario Chalmers,66,10,1421,4.3,11.2,2.9,6.4,1.3,4.8,3,3.5,0.3,3.6,4,5,2,0.4,3,4.5,12.8,0.379,0.456,0.277,0.439,0.855,0.503
449,2017-18,23,ATL,NBA,Tyler Cavanaugh,39,1,518,4.7,10.6,2.4,4.4,2.2,6.2,1.2,1.5,3.1,5.7,8.8,1.9,0.6,0.3,1,4.2,12.7,0.441,0.556,0.36,0.546,0.81,0.567
450,2017-18,24,SAC,NBA,Willie Cauley-Stein,73,58,2044,6.8,13.6,6.8,13.4,0.1,0.2,2.7,4.4,2.3,6.7,9,3,1.4,1.2,1.9,3.3,16.4,0.502,0.506,0.25,0.504,0.619,0.529
451,2017-18,29,GSW,NBA,Omri Casspi,53,7,740,5.8,10.1,5.4,9,0.5,1.1,2.4,3.4,1.5,8.3,9.7,2.5,0.9,0.9,1.8,3.4,14.6,0.58,0.595,0.455,0.604,0.725,0.632
452,2017-18,23,LAL,NBA,Alex Caruso,37,7,562,3.2,7.4,2.4,4.7,0.8,2.8,1.3,1.9,1,3.2,4.2,4.8,1.5,0.6,2.7,3.3,8.6,0.431,0.507,0.302,0.487,0.7,0.519
453,2017-18,26,CHO,NBA,Michael Carter-Williams,52,2,835,3.3,9.9,2.7,7.3,0.6,2.5,3.1,3.8,1.6,4.4,5.9,5,1.9,1,2.2,4.3,10.3,0.332,0.365,0.237,0.362,0.82,0.446
454,2017-18,41,SAC,NBA,Vince Carter,58,5,1026,4,9.9,2,4.1,2,5.8,1,1.3,0.6,4.6,5.2,2.4,1.5,0.9,1.3,3.4,11,0.403,0.483,0.345,0.504,0.757,0.523
455,2017-18,31,BRK,NBA,DeMarre Carroll,73,73,2180,5.4,13,3,6.5,2.4,6.5,3.1,4.1,1.7,6.2,7.9,2.4,1,0.5,1.7,2.7,16.2,0.414,0.457,0.371,0.506,0.764,0.55
456,2017-18,23,HOU,NBA,Clint Capela,74,74,2034,7.8,12,7.8,11.9,0,0,2.5,4.5,4.3,9.9,14.2,1.2,1,2.4,1.8,3.3,18.2,0.652,0.653,0,0.652,0.56,0.65
457,2017-18,26,TOT,NBA,Isaiah Canaan,20,1,422,4.4,11.7,2.6,6.1,1.9,5.6,3.9,4.4,0.5,3.3,3.8,6.5,1.4,0.1,2.5,3.1,14.7,0.38,0.423,0.333,0.46,0.902,0.539
458,2017-18,24,LAL,NBA,Kentavious Caldwell-Pope,74,74,2458,5,11.7,2.7,5.6,2.3,6.1,2.2,2.8,0.9,4.8,5.7,2.4,1.6,0.2,1.4,2.1,14.5,0.426,0.473,0.383,0.526,0.789,0.561
459,2017-18,36,CLE,NBA,Jose Calderon,57,32,914,3.7,7.3,1.9,3.5,1.8,3.8,0.9,1.2,0.6,2.8,3.3,4.6,1.1,0.1,1.6,3.2,10,0.503,0.545,0.464,0.624,0.8,0.643
460,2017-18,22,TOT,NBA,Bruno Caboclo,12,0,107,3,10.4,2,4.7,1,5.7,1.7,2,2.4,5,7.4,1.7,1,1.3,1.3,2.7,8.7,0.29,0.429,0.176,0.339,0.833,0.386
Rk,Season,Age,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
461,2017-18,28,DET,NBA,Dwight Buycks,29,0,427,6.9,16.7,5.6,12.9,1.3,3.8,3,3.5,1,2.4,3.5,5,1.6,0.2,3.3,3.3,18.1,0.414,0.438,0.333,0.452,0.878,0.498
462,2017-18,28,MIN,NBA,Jimmy Butler,59,59,2164,7.3,15.3,6.1,12,1.2,3.3,6,7.1,1.3,3.9,5.2,4.8,1.9,0.4,1.8,1.3,21.7,0.474,0.509,0.35,0.512,0.854,0.59
463,2017-18,26,UTA,NBA,Alec Burks,64,1,1059,5.8,14.1,4.2,9.2,1.6,4.8,3.6,4.2,0.6,5.9,6.5,2.3,1.3,0.3,2,2.5,16.8,0.411,0.452,0.331,0.467,0.863,0.527
464,2017-18,25,NYK,NBA,Trey Burke,36,9,785,8.9,17.6,7.1,12.8,1.7,4.8,1.7,2.6,0.6,2.7,3.3,7.8,1.1,0.2,2,2,21.1,0.503,0.556,0.362,0.552,0.649,0.563
465,2017-18,26,DET,NBA,Reggie Bullock,62,52,1732,5.5,11.3,3,5.5,2.6,5.8,0.8,1,0.6,2.6,3.2,2,1,0.3,1,1.5,14.5,0.489,0.536,0.445,0.603,0.796,0.615
466,2017-18,20,LAL,NBA,Thomas Bryant,15,0,72,4,10.5,3.5,5.5,0.5,5,2.5,4.5,1.5,7,8.5,3,0.5,1,1,3,11,0.381,0.636,0.1,0.405,0.556,0.441
467,2017-18,24,ATL,NBA,Nicolas Brussino,4,0,10,0,7.2,0,0,0,7.2,0,0,0,10.8,10.8,0,0,0,0,0,0,0,,0,0,,0
468,2017-18,22,MIL,NBA,Sterling Brown,54,4,776,3.8,9.5,2.3,5.3,1.5,4.2,1,1.1,1.3,5.4,6.6,1.2,1.4,0.6,1.2,3.7,10.1,0.4,0.439,0.352,0.478,0.875,0.503
469,2017-18,26,HOU,NBA,Markel Brown,4,0,31,2.3,8.1,1.2,2.3,1.2,5.8,0,0,1.2,4.6,5.8,2.3,0,0,2.3,7,5.8,0.286,0.5,0.2,0.357,,0.357
470,2017-18,27,TOR,NBA,Lorenzo Brown,14,0,139,3.6,8.8,3.1,5.7,0.5,3.1,0.5,0.5,0.3,3.6,3.9,3.4,1.3,0,0.8,1.8,8.3,0.412,0.545,0.167,0.441,1,0.459
471,2017-18,21,BOS,NBA,Jaylen Brown,70,70,2152,6.2,13.4,4.2,8.3,2,5.1,2.5,3.9,1.1,4.7,5.8,1.9,1.2,0.4,2.1,3,17,0.465,0.507,0.395,0.54,0.644,0.562
472,2017-18,33,HOU,NBA,Bobby Brown,20,0,115,5.9,18.2,2.5,5.6,3.4,12.5,0.3,0.6,0,2.2,2.2,3.4,1.3,0,2.8,1.9,15.7,0.328,0.444,0.275,0.422,0.5,0.425
473,2017-18,25,MIN,NBA,Anthony Brown,1,0,4,9,9,0,0,9,9,0,0,0,0,0,9,0,0,0,0,27,1,,1,1.5,,1.5
474,2017-18,29,MEM,NBA,MarShon Brooks,7,1,193,9.5,19,6,13.1,3.5,6,3.7,4.3,1.5,2.4,3.9,4.7,2.1,0.6,3,1.1,26.3,0.5,0.457,0.594,0.593,0.87,0.629
475,2017-18,22,MEM,NBA,Dillon Brooks,82,74,2350,5.2,11.8,3.8,7.8,1.4,4,1.9,2.5,0.8,3.2,3.9,2.1,1.1,0.3,1.9,3.6,13.8,0.44,0.484,0.356,0.501,0.747,0.531
476,2017-18,33,MIN,NBA,Aaron Brooks,32,1,189,5.3,13.1,3.2,7.2,2.1,5.9,1.5,2.1,1.3,1.9,3.2,3.8,1.1,0,2.1,5.3,14.3,0.406,0.447,0.355,0.486,0.727,0.508
477,2017-18,25,MIL,NBA,Malcolm Brogdon,48,20,1436,6.1,12.6,4.6,8.6,1.6,4,1.9,2.1,0.6,3.3,3.9,3.8,1,0.3,1.7,3.2,15.7,0.485,0.532,0.385,0.547,0.882,0.578
478,2017-18,31,TOT,NBA,Corey Brewer,72,18,1208,4.2,9.4,3.3,6.1,0.9,3.3,1.9,2.7,1.3,3.3,4.6,1.9,2.4,0.4,1.5,4.1,11.3,0.449,0.539,0.282,0.498,0.722,0.534
479,2017-18,20,UTA,NBA,Tony Bradley,9,0,29,3.7,13.7,3.7,12.4,0,1.2,2.5,2.5,5,8.7,13.7,1.2,0,0,0,1.2,9.9,0.273,0.3,0,0.273,1,0.337
