,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK,CFID,CFPARAMS,PID
415,Overall,2017-18,3,2,1,0.667,2.0,71.4,66.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.5,0.5,0.2,114.41,0.0,1,2,0.3,0.7,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626643
416,Overall,2017-18,16,5,11,0.313,18.1,97.8,106.4,-8.6,0.092,1.7,12.1,0.003,0.098,0.048,7.1,0.388,0.423,0.191,98.86,0.032,35,107,2.2,6.7,0.327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628681
417,Overall,2017-18,18,14,4,0.778,6.9,83.8,106.8,-23.0,0.028,0.2,4.1,0.046,0.133,0.088,20.3,0.219,0.295,0.165,101.2,-0.005,6,32,0.3,1.8,0.188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627753
418,Overall,2017-18,3,2,1,0.667,4.3,55.7,92.2,-36.5,0.25,0.5,14.5,0.0,0.188,0.107,29.1,0.333,0.515,0.175,112.56,0.1,1,3,0.3,1.0,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627817
419,Overall,2017-18,36,6,30,0.167,14.3,101.0,111.6,-10.6,0.095,0.91,13.6,0.116,0.249,0.18,14.9,0.566,0.599,0.171,99.22,0.111,86,152,2.4,4.2,0.566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628397
420,Overall,2017-18,82,35,47,0.427,26.7,106.2,107.5,-1.3,0.158,0.99,13.9,0.092,0.227,0.162,14.1,0.563,0.606,0.256,102.09,0.135,504,904,6.1,11.0,0.558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203944
421,Overall,2017-18,59,18,41,0.305,25.6,101.0,114.3,-13.3,0.146,1.09,12.1,0.071,0.24,0.152,11.0,0.507,0.529,0.275,97.05,0.122,361,763,6.1,12.9,0.473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2216
422,Overall,2017-18,5,0,5,0.0,23.6,91.5,113.0,-21.4,0.247,1.64,24.0,0.0,0.061,0.025,14.7,0.298,0.315,0.213,100.52,-0.011,12,42,2.4,8.4,0.286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628504
423,Overall,2017-18,70,45,25,0.643,30.2,110.2,102.1,8.1,0.149,2.04,16.3,0.005,0.082,0.045,8.0,0.569,0.614,0.216,103.33,0.108,404,879,5.8,12.6,0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,200755
424,Overall,2017-18,21,2,19,0.095,11.5,90.8,106.7,-15.9,0.087,1.3,12.5,0.008,0.171,0.082,9.6,0.362,0.388,0.162,102.5,0.047,22,76,1.0,3.6,0.289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628432
425,Overall,2017-18,42,20,22,0.476,10.2,108.3,106.4,1.8,0.035,0.53,5.7,0.09,0.236,0.161,10.9,0.674,0.671,0.164,102.79,0.115,81,121,1.9,2.9,0.669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203186
426,Overall,2017-18,81,44,37,0.543,33.2,104.3,103.6,0.7,0.131,1.65,17.5,0.029,0.091,0.06,10.6,0.523,0.551,0.181,97.97,0.086,399,885,4.9,10.9,0.451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626196
427,Overall,2017-18,26,8,18,0.308,12.4,99.9,110.5,-10.6,0.058,1.3,10.6,0.016,0.11,0.059,8.2,0.4,0.446,0.152,97.55,0.035,30,90,1.2,3.5,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627781
428,Overall,2017-18,61,30,31,0.492,33.7,108.4,110.5,-2.2,0.179,2.22,19.7,0.015,0.065,0.04,8.9,0.508,0.526,0.21,99.0,0.073,341,805,5.6,13.2,0.424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203085
429,Overall,2017-18,39,24,15,0.615,26.6,106.4,96.4,10.0,0.059,1.53,18.1,0.078,0.124,0.1,11.8,0.562,0.543,0.087,97.4,0.065,87,162,2.2,4.2,0.537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203460
430,Overall,2017-18,1,0,1,0.0,13.2,108.1,83.9,24.2,0.0,0.0,0.0,0.133,0.3,0.2,0.0,0.333,0.333,0.082,105.2,0.085,1,3,1.0,3.0,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628421
431,Overall,2017-18,23,14,9,0.609,14.7,103.9,104.9,-1.0,0.068,3.4,15.2,0.035,0.085,0.06,4.5,0.506,0.529,0.123,98.09,0.071,36,85,1.6,3.7,0.424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203922
432,Overall,2017-18,65,41,24,0.631,26.2,106.8,106.3,0.5,0.406,3.53,44.5,0.02,0.14,0.082,12.6,0.518,0.522,0.166,104.13,0.115,231,494,3.6,7.6,0.468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,200765
433,Overall,2017-18,25,15,10,0.6,16.8,108.1,112.5,-4.4,0.136,1.06,13.3,0.036,0.06,0.048,12.6,0.454,0.507,0.25,102.9,0.068,81,186,3.2,7.4,0.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201565
434,Overall,2017-18,24,10,14,0.417,25.0,103.5,105.7,-2.2,0.088,1.31,13.9,0.018,0.114,0.065,10.6,0.476,0.505,0.17,103.43,0.061,76,191,3.2,8.0,0.398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203082
435,Overall,2017-18,80,54,26,0.675,25.9,104.1,101.0,3.1,0.184,2.9,19.7,0.033,0.164,0.098,6.8,0.491,0.52,0.204,98.02,0.117,316,800,4.0,10.0,0.395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626179
436,Overall,2017-18,77,44,33,0.571,29.3,105.6,101.3,4.3,0.283,1.98,26.4,0.022,0.155,0.089,13.3,0.476,0.537,0.229,97.63,0.115,346,827,4.5,10.7,0.418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201937
437,Overall,2017-18,48,16,32,0.333,25.7,104.6,111.7,-7.1,0.348,1.69,22.1,0.025,0.137,0.08,13.1,0.481,0.509,0.301,103.66,0.109,278,672,5.8,14.0,0.414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626156
438,Overall,2017-18,74,45,29,0.608,24.5,106.7,104.9,1.8,0.127,1.1,14.4,0.106,0.256,0.182,13.1,0.524,0.567,0.22,98.43,0.121,340,661,4.6,8.9,0.514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627734
439,Overall,2017-18,22,6,16,0.273,15.6,99.5,99.9,-0.4,0.041,1.13,8.6,0.066,0.179,0.122,7.6,0.574,0.585,0.127,95.46,0.087,44,81,2.0,3.7,0.543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203960
440,Overall,2017-18,78,49,29,0.628,29.6,108.9,102.2,6.7,0.129,1.36,15.2,0.076,0.166,0.123,11.1,0.541,0.582,0.209,101.55,0.115,403,890,5.2,11.4,0.453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203967
441,Overall,2017-18,73,39,34,0.534,22.5,107.4,104.8,2.6,0.246,3.45,36.0,0.051,0.111,0.081,10.4,0.585,0.615,0.137,98.22,0.106,201,384,2.8,5.3,0.523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203107
442,Overall,2017-18,67,21,46,0.313,31.0,103.6,110.2,-6.6,0.352,2.28,22.4,0.024,0.09,0.057,9.8,0.469,0.515,0.305,100.47,0.116,500,1146,7.5,17.1,0.436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203471
443,Overall,2017-18,76,39,37,0.513,18.5,106.4,107.2,-0.8,0.093,1.01,11.2,0.04,0.161,0.1,11.0,0.59,0.599,0.201,98.91,0.096,276,524,3.6,6.9,0.527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203118
444,Overall,2017-18,38,16,22,0.421,21.2,106.8,102.1,4.7,0.066,1.1,10.1,0.042,0.191,0.116,9.2,0.558,0.591,0.168,96.84,0.114,118,240,3.1,6.3,0.492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,200757
445,Overall,2017-18,35,10,25,0.286,19.8,100.9,108.7,-7.8,0.154,1.22,15.9,0.026,0.069,0.047,13.0,0.522,0.551,0.221,99.97,0.072,116,269,3.3,7.7,0.431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627782
446,Overall,2017-18,28,10,18,0.357,14.0,100.8,109.9,-9.1,0.297,2.57,30.9,0.017,0.098,0.056,12.0,0.393,0.479,0.192,98.71,0.079,42,117,1.5,4.2,0.359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201196
447,Overall,2017-18,14,9,5,0.643,19.7,108.5,103.2,5.4,0.084,1.06,17.4,0.029,0.126,0.081,16.4,0.44,0.48,0.128,100.99,0.049,22,58,1.6,4.1,0.379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202697
448,Overall,2017-18,81,59,22,0.728,20.7,111.1,102.0,9.0,0.133,2.37,20.9,0.055,0.193,0.124,8.8,0.537,0.549,0.16,98.61,0.102,253,498,3.1,6.1,0.508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627783
449,Overall,2017-18,2,1,1,0.5,3.7,111.4,114.2,-2.9,0.0,0.0,0.0,0.111,0.125,0.118,0.0,0.0,0.0,0.157,99.35,-0.073,0,3,0.0,1.5,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202918
450,Overall,2017-18,81,51,30,0.63,33.7,109.4,101.4,8.0,0.362,2.38,31.7,0.06,0.195,0.131,13.3,0.545,0.557,0.222,102.62,0.154,544,998,6.7,12.3,0.545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627732
451,Overall,2017-18,69,21,48,0.304,29.4,103.8,110.9,-7.1,0.131,1.17,14.4,0.033,0.098,0.065,12.3,0.511,0.555,0.22,100.35,0.077,354,761,5.1,11.0,0.465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203613
452,Overall,2017-18,32,6,26,0.188,20.1,100.5,117.5,-17.0,0.157,1.55,21.8,0.024,0.069,0.046,14.1,0.452,0.49,0.168,98.07,0.046,80,189,2.5,5.9,0.423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628424
453,Overall,2017-18,12,5,7,0.417,4.9,94.8,98.0,-3.2,0.057,0.67,6.3,0.019,0.173,0.094,9.5,0.381,0.43,0.228,96.06,0.049,7,21,0.6,1.8,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202713
454,Overall,2017-18,54,38,16,0.704,29.9,105.9,99.4,6.5,0.234,2.01,26.9,0.029,0.097,0.063,13.4,0.44,0.479,0.192,99.13,0.075,189,515,3.5,9.5,0.367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203935
455,Overall,2017-18,82,39,43,0.476,24.9,106.3,104.9,1.4,0.273,3.33,27.3,0.014,0.107,0.06,8.2,0.507,0.525,0.207,99.25,0.106,389,801,4.7,9.8,0.486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202397
456,Overall,2017-18,80,49,31,0.613,28.1,110.5,112.8,-2.3,0.087,1.74,16.8,0.014,0.103,0.059,9.6,0.524,0.534,0.139,99.36,0.052,240,595,3.0,7.4,0.403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2747
457,Overall,2017-18,33,15,18,0.455,8.6,98.0,111.5,-13.4,0.084,0.88,9.1,0.065,0.135,0.099,10.4,0.409,0.455,0.215,101.22,0.046,45,115,1.4,3.5,0.391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201160
458,Overall,2017-18,3,2,1,0.667,3.9,77.5,103.7,-26.2,0.0,0.0,0.0,0.158,0.143,0.154,0.0,0.25,0.25,0.131,106.54,-0.045,1,4,0.3,1.3,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2746
459,Overall,2017-18,69,22,47,0.319,29.7,102.0,110.1,-8.1,0.301,1.85,21.6,0.026,0.118,0.07,11.7,0.446,0.473,0.287,98.38,0.087,404,1024,5.9,14.8,0.395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628372
460,Overall,2017-18,75,42,33,0.56,27.4,108.8,108.9,-0.1,0.064,2.72,16.9,0.005,0.076,0.041,6.2,0.562,0.578,0.106,98.82,0.051,185,425,2.5,5.7,0.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203503
461,Overall,2017-18,52,15,37,0.288,13.0,104.6,104.1,0.5,0.104,1.0,8.8,0.034,0.177,0.107,8.8,0.519,0.539,0.271,99.4,0.089,138,349,2.7,6.7,0.395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201578
462,Overall,2017-18,41,14,27,0.341,12.8,100.0,105.9,-6.0,0.115,1.5,16.8,0.008,0.122,0.065,11.2,0.519,0.543,0.164,99.07,0.072,60,154,1.5,3.8,0.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203917
463,Overall,2017-18,82,48,34,0.585,22.6,106.2,109.0,-2.9,0.186,1.79,20.8,0.038,0.23,0.132,11.6,0.475,0.495,0.215,97.94,0.097,303,709,3.7,8.6,0.427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202362
464,Overall,2017-18,3,3,0,1.0,3.1,86.6,142.6,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,1.0,1.05,0.254,101.01,0.12,2,3,0.7,1.0,0.667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,204065
465,Overall,2017-18,23,10,13,0.435,7.6,107.0,101.2,5.9,0.187,3.71,55.5,0.006,0.166,0.088,14.9,0.692,0.684,0.052,101.52,0.06,6,13,0.3,0.6,0.462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202933
466,Overall,2017-18,1,0,1,0.0,2.2,50.0,147.1,-97.1,0.0,0.0,0.0,0.0,0.5,0.2,0.0,1.0,1.0,0.25,104.57,0.235,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628410
467,Overall,2017-18,27,16,11,0.593,7.0,97.9,101.6,-3.6,0.124,0.78,14.0,0.089,0.225,0.158,18.0,0.408,0.449,0.2,96.84,0.054,24,60,0.9,2.2,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628403
468,Overall,2017-18,80,53,27,0.663,30.5,107.0,100.3,6.7,0.081,1.12,10.8,0.023,0.155,0.091,9.6,0.538,0.586,0.196,97.94,0.108,397,835,5.0,10.4,0.475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628369
469,Overall,2017-18,67,18,49,0.269,17.4,103.2,105.5,-2.3,0.272,2.45,27.8,0.021,0.066,0.044,11.3,0.444,0.492,0.2,100.98,0.069,163,390,2.4,5.8,0.418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627819
470,Overall,2017-18,70,41,29,0.586,33.0,111.2,108.7,2.5,0.298,2.78,31.4,0.012,0.092,0.052,11.3,0.499,0.553,0.204,99.39,0.105,354,794,5.1,11.3,0.446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201952
471,Overall,2017-18,3,0,3,0.0,24.6,95.5,114.7,-19.2,0.241,4.33,38.0,0.015,0.083,0.047,8.8,0.281,0.302,0.125,99.81,0.039,4,16,1.3,5.3,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203104
472,Overall,2017-18,10,4,6,0.4,15.9,97.6,108.9,-11.3,0.103,1.43,13.5,0.025,0.147,0.091,9.5,0.623,0.623,0.187,98.59,0.097,25,57,2.5,5.7,0.439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203141
473,Overall,2017-18,65,23,42,0.354,24.8,99.8,108.4,-8.6,0.115,1.57,17.4,0.015,0.096,0.053,11.1,0.512,0.536,0.163,96.87,0.065,199,476,3.1,7.3,0.418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202066
474,Overall,2017-18,45,29,16,0.644,25.2,109.2,107.0,2.2,0.252,2.15,30.5,0.016,0.102,0.06,14.1,0.542,0.564,0.181,102.21,0.079,151,360,3.4,8.0,0.419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628462
475,Overall,2017-18,51,27,24,0.529,16.0,107.5,105.8,1.8,0.098,2.36,24.4,0.007,0.064,0.035,10.3,0.513,0.525,0.1,98.93,0.047,59,154,1.2,3.0,0.383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1891
476,Overall,2017-18,63,44,19,0.698,14.9,103.7,102.0,1.6,0.099,1.0,14.7,0.105,0.217,0.16,14.7,0.579,0.616,0.155,97.75,0.105,126,233,2.0,3.7,0.541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628464
477,Overall,2017-18,32,15,17,0.469,26.9,106.9,113.9,-7.0,0.268,1.61,21.1,0.021,0.062,0.042,13.1,0.438,0.508,0.281,103.96,0.077,157,421,4.9,13.2,0.373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202738
478,Overall,2017-18,73,25,48,0.342,18.5,101.6,107.8,-6.2,0.044,1.07,11.7,0.037,0.111,0.074,10.9,0.476,0.513,0.109,98.03,0.037,102,267,1.4,3.7,0.382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202498
479,Overall,2017-18,73,55,18,0.753,34.3,113.4,103.7,9.7,0.108,1.45,12.1,0.015,0.101,0.062,8.3,0.585,0.598,0.237,101.92,0.103,575,1178,7.9,16.1,0.488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202691
480,Overall,2017-18,53,27,26,0.509,20.2,107.0,112.0,-5.1,0.043,0.92,9.7,0.127,0.236,0.181,10.6,0.562,0.569,0.124,100.56,0.085,132,235,2.5,4.4,0.562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202684
481,Overall,2017-18,73,36,37,0.493,15.8,104.0,105.3,-1.3,0.081,1.28,17.3,0.032,0.099,0.066,13.5,0.479,0.519,0.123,101.17,0.045,100,233,1.4,3.2,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1628414
482,Overall,2017-18,79,37,42,0.468,22.2,105.8,104.8,1.0,0.076,1.55,13.3,0.031,0.122,0.076,8.5,0.632,0.663,0.15,98.16,0.086,219,472,2.8,6.0,0.464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,201229
483,Overall,2017-18,82,47,35,0.573,35.6,113.6,107.7,5.9,0.105,1.25,11.7,0.095,0.304,0.201,9.3,0.596,0.646,0.229,97.61,0.165,639,1172,7.8,14.3,0.545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626157
484,Overall,2017-18,82,65,17,0.793,27.8,113.7,103.0,10.8,0.047,1.04,12.5,0.047,0.181,0.115,12.0,0.52,0.537,0.105,99.54,0.059,172,441,2.1,5.4,0.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,200782
485,Overall,2017-18,79,48,31,0.608,25.7,103.5,105.0,-1.5,0.128,1.75,19.3,0.016,0.112,0.064,11.0,0.484,0.52,0.156,99.21,0.071,258,577,3.3,7.3,0.447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202323
486,Overall,2017-18,65,39,26,0.6,28.2,108.0,104.8,3.2,0.071,0.91,9.5,0.058,0.192,0.127,10.5,0.523,0.567,0.202,98.13,0.1,306,639,4.7,9.8,0.479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626167
487,Overall,2017-18,63,36,27,0.571,12.9,106.3,101.3,5.0,0.093,2.65,24.4,0.094,0.122,0.107,9.2,0.5,0.56,0.093,97.49,0.072,60,120,1.0,1.9,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202327
488,Overall,2017-18,71,20,51,0.282,23.4,100.2,110.3,-10.1,0.282,2.45,30.1,0.016,0.068,0.042,12.3,0.426,0.465,0.187,101.34,0.073,214,551,3.0,7.8,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627755
489,Overall,2017-18,77,56,21,0.727,22.4,111.7,106.0,5.8,0.075,0.7,8.3,0.122,0.291,0.21,11.8,0.59,0.628,0.225,100.13,0.151,390,687,5.1,8.9,0.568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202685
490,Overall,2017-18,77,26,51,0.338,27.2,100.6,108.3,-7.7,0.178,2.46,22.5,0.023,0.185,0.1,9.1,0.517,0.527,0.174,100.2,0.091,301,721,3.9,9.4,0.417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627756
491,Overall,2017-18,76,55,21,0.724,20.0,112.0,99.9,12.1,0.231,3.28,26.8,0.019,0.119,0.069,8.2,0.525,0.556,0.194,98.48,0.111,232,545,3.1,7.2,0.426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1627832
492,Overall,2017-18,28,13,15,0.464,7.6,106.6,108.6,-1.9,0.09,2.17,16.7,0.018,0.097,0.06,7.7,0.536,0.546,0.142,95.55,0.063,23,56,0.8,2.0,0.411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,1626173
493,Overall,2017-18,54,24,30,0.444,16.2,101.0,104.7,-3.8,0.059,1.1,10.5,0.086,0.292,0.189,9.6,0.487,0.509,0.145,99.1,0.108,104,234,1.9,4.3,0.444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203943
494,Overall,2017-18,57,17,40,0.298,29.5,105.3,106.5,-1.3,0.184,1.75,16.2,0.066,0.274,0.17,9.2,0.513,0.533,0.256,102.39,0.139,399,840,7.0,14.7,0.475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202696
495,Overall,2017-18,67,37,30,0.552,22.9,105.8,105.7,0.1,0.245,1.63,20.1,0.036,0.141,0.089,12.4,0.462,0.5,0.256,100.76,0.104,299,682,4.5,10.2,0.438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,2548
496,Overall,2017-18,30,16,14,0.533,30.6,99.9,104.6,-4.7,0.21,1.61,18.1,0.01,0.088,0.048,11.2,0.461,0.487,0.253,97.76,0.076,163,410,5.4,13.7,0.398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,203079
497,Overall,2017-18,80,36,44,0.45,34.2,109.7,106.3,3.5,0.264,2.48,20.5,0.013,0.085,0.049,8.2,0.516,0.572,0.273,100.85,0.131,588,1363,7.4,17.0,0.431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,2017-18,202689
